issuer_name,filing_date,filing_year,filing_quarter,filing_month,fund_type,asset_class_group,federal_exemption,state_of_incorporation,total_offering_amount,amount_sold,pct_capital_raised,num_investors,investor_bucket,fund_size_bucket,quality_tier,is_duplicate,is_outlier_offering
"PIMCO Volatility Absolute Return Offshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,21654371.2,3219604.39,0.1487,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Seedlift LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),PR,11127338.24,8737785.38,0.7853,12,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
PIMCO Absolute Return Strategy 3E Onshore Fund LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,12986475.47,3145363.04,0.2422,42,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Galaxy Plus Hedge Fund LLC - Endura Metalex African Oppty Fund (111),2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,5497906.49,3269668.55,0.5947,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
NHNR BR 1 LLC,2024-12-04,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,1002779.18,631620.87,0.6299,14,Mid (11-50),Small ($1M-$10M),Clean,0,0
EC Multi-Strategy Fund LLC,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,25531476.55,21827445.22,0.8549,25,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Steyn Capital Africa Fund SP,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),E9,300356.98,272945.12,0.9087,17,Mid (11-50),Micro (<$1M),Clean,0,0
Trium Larissa Global Macro Fund Delaware LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,3397159.9,1149578.53,0.3384,4,Small (1-10),Small ($1M-$10M),Clean,0,0
MZ ASIA FUND LP,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),E9,21401579.06,16724312.09,0.7815,2,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Oriole, LP",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),TX,5115789.15,3494191.87,0.683,43,Mid (11-50),Small ($1M-$10M),Clean,0,0
"PIMCO Seven Point Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),E9,3173252.39,1487951.5,0.4689,61,Large (51-200),Small ($1M-$10M),Clean,0,0
"SO-1001 Gaingels Fund I, a series of Zachary Ginsburg Funds, LP",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,4865135.48,2852221.31,0.5863,70,Large (51-200),Small ($1M-$10M),Clean,0,0
EJC Investment Fund LLC - Series 1 Fmovies Lender,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),PR,374049.49,144828.5,0.3872,18,Mid (11-50),Micro (<$1M),Clean,0,0
"Hawk Ridge Partners II, L.P.",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,1750534.01,1347217.09,0.7696,10,Small (1-10),Small ($1M-$10M),Clean,0,0
"CHONEX, Inc.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,88193440.68,63112707.83,0.7156,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
"ReFlow Fund, LLC",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),DE,24349498.29,23698965.35,0.9733,18,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Strong Ventures V, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,516314.32,305711.85,0.5921,234,Institutional (201-500),Micro (<$1M),Clean,0,0
Clarim Ventures LP,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),A6,3256595.74,3178437.43,0.976,1,Small (1-10),Small ($1M-$10M),Clean,0,0
MAM Space Tech SPV I LLC,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,56535339.07,36317706.08,0.6424,8,Small (1-10),Mid ($50M-$250M),Clean,0,0
"VE-1030 Fund II, a series of MV Funds, LP",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,315426296.43,43358921.78,0.1375,10,Small (1-10),Large ($250M-$1B),Clean,0,0
Dark Horse SCSp,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),N4,11859949.73,7098861.45,0.5986,41,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Latitude IV, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),Y7,23529048.3,1638933.36,0.0697,11,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Blue Owl HomeCourt US Investors II LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,790758.99,674719.61,0.8533,13,Mid (11-50),Micro (<$1M),Clean,0,0
GLDC Post Fund 1 LLC,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2894901585.3,2503733527.83,0.8649,3,Small (1-10),Mega (>$1B),Minor Issues,0,1
BlackRock Systematic China Absolute Return Fund Ltd.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,1033103.9,406931.44,0.3939,7,Small (1-10),Small ($1M-$10M),Clean,0,0
CMWA Capital Appreciation Fund LLC,2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),OH,52812361.04,34950983.15,0.6618,22,Mid (11-50),Mid ($50M-$250M),Clean,0,0
Barrow Hanley Non-US Value Fund LP,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,1660935.33,850618.99,0.5121,7,Small (1-10),Small ($1M-$10M),Clean,0,0
PIMCO Multi-Asset Alternative Risk Premia Strategy Risk Off Version Offshore Fund Ltd.,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,5692827.11,1022930.47,0.1797,47,Mid (11-50),Small ($1M-$10M),Clean,0,0
PIMCO RAE Emerging Markets Fund LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1334363.72,1166290.32,0.874,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Vista Growth Partners TractIQ Seed, LP",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),TX,1308481.65,185029.27,0.1414,195,Large (51-200),Small ($1M-$10M),Clean,0,0
"4PT Hendersonville 1, LLC",2024-12-04,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),TN,43815690.23,34052930.74,0.7772,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"LocalGlobe XIII, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),Y7,14064662.83,1764791.91,0.1255,9,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Heritage Private Opportunities Portfolio Offshore LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),D8,30729249.24,28410308.84,0.9245,9,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Rain City Capital, LLC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),WA,1506965.84,330018.63,0.219,12,Mid (11-50),Small ($1M-$10M),Clean,0,0
"GREAT LAKES ADVISORS, LLC",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,3C Fund,DE,1028205.52,94790.29,0.0922,27,Mid (11-50),Small ($1M-$10M),Clean,0,0
Cedar Grove Investco LLC,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,3901728.43,701140.3,0.1797,43,Mid (11-50),Small ($1M-$10M),Clean,0,0
TAMARACINA BIRDSE LIVING TRUST,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,04.1,TN,3813812.8,3500024.93,0.9177,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"PHFS IV SP, A Segregated Portfolio of PHFS Series SPC",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,1625001.32,806198.86,0.4961,158,Large (51-200),Small ($1M-$10M),Clean,0,0
Blue Owl HomeCourt Offshore Investors LP,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),E9,18365527.76,4291896.01,0.2337,47,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"GLOBAL MOAT FUND, LP",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,100000.0,16333.13,0.1633,53,Large (51-200),Micro (<$1M),Clean,0,0
Buoyant Opportunities Strategy,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(c),K7,3059824.36,1659286.99,0.5423,28,Mid (11-50),Small ($1M-$10M),Clean,0,0
Nuclear Fuels Inc.,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),A1,2122470.35,993100.32,0.4679,7,Small (1-10),Small ($1M-$10M),Clean,0,0
PIMCO Absolute Return Strategy 3E Offshore Fund Ltd.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,216607.95,142105.68,0.6561,27,Mid (11-50),Micro (<$1M),Clean,0,0
PIMCO Absolute Return Strategy IV Employee Onshore Fund LLC,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,45892435.45,39650620.02,0.864,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
PIMCO COMMODITY ALPHA FUND LTD.,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),E9,1442315.19,424083.48,0.294,14,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Yakira Partners, L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,26688554.75,13933102.05,0.5221,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
PIMCO Private Income Fund Onshore Feeder III LLC,2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,29432664.09,29060533.58,0.9874,12,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
PIMCO RAE International Fund LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,57824241.25,38225595.31,0.6611,30,Mid (11-50),Mid ($50M-$250M),Clean,0,0
Colwick Development GP LLC,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,20915338.56,2895886.45,0.1385,3,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Counslr, Inc.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1960722.07,1172929.7,0.5982,8,Small (1-10),Small ($1M-$10M),Clean,0,0
"Oaktree Real Estate Credit Income Fund Feeder (Cayman) I, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),E9,608977.18,33774.23,0.0555,1,Small (1-10),Micro (<$1M),Clean,0,0
ABRDN Fund Finance USD 2 LP,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,115689.24,58424.48,0.505,16,Mid (11-50),Micro (<$1M),Clean,0,0
"Esperanza Capital, LLC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1686457.93,1596160.82,0.9465,789,Mass (500+),Small ($1M-$10M),Clean,0,0
"Meez Culinary Solutions, Inc.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,427916659.12,365848805.44,0.855,10,Small (1-10),Large ($250M-$1B),Clean,0,0
Heritage Private Opportunities Portfolio LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,52467334.25,12162862.74,0.2318,20,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"FOXO TECHNOLOGIES INC.  (FOXO, FOXOW)",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,1165267296.37,367005429.93,0.315,9,Small (1-10),Mega (>$1B),Minor Issues,0,1
"PIMCO DISTRESSED SENIOR CREDIT OPPORTUNITIES FUND II OFFSHORE FEEDER, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,2732981.22,763955.2,0.2795,7,Small (1-10),Small ($1M-$10M),Clean,0,0
"11 Times Square Series of Fundviews Series, LLC",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,8093203.72,891069.8,0.1101,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
"White Tailed Ptarmigan, LP",2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),TX,2972361.33,2958459.75,0.9953,5,Small (1-10),Small ($1M-$10M),Clean,0,0
PIMCO Global Cross-asset Opportunities Employee Onshore Fund LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,85570000.25,48470884.62,0.5664,23,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"Massar Macro Commodity Fund, Ltd.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,5158261.44,3297483.96,0.6393,8,Small (1-10),Small ($1M-$10M),Clean,0,0
PIMCO Multi-Asset Alternative Risk Premia Strategy Risk Off Version Onshore Fund L.P.,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1975468.18,1700869.21,0.861,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"THOMA BRAVO DISCOVER EXECUTIVE FUND V-P, L.P.",2024-12-04,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,792304.94,437820.27,0.5526,3,Small (1-10),Micro (<$1M),Clean,0,0
"WINTON TREND FUND (US), L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1564901.15,906114.25,0.579,10,Small (1-10),Small ($1M-$10M),Clean,0,0
KKR Real Estate Stabilized Credit Rated Feeder L.P.,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,887999.32,433389.36,0.4881,24,Mid (11-50),Micro (<$1M),Clean,0,0
SMART Air & Energy Master Fund LP,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,7308350.81,1116325.15,0.1527,32,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Massar Macro Directional Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,663355.79,230754.95,0.3479,112,Large (51-200),Micro (<$1M),Clean,0,0
Demeter IntelliFund (BVI) Ltd.,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),D8,8111651.41,7053839.56,0.8696,24,Mid (11-50),Small ($1M-$10M),Minor Issues,1,0
EquityZen Growth Technology Fund II LLC - Series 4,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,36804832.51,16355284.5,0.4444,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Ceres Tag Ltd,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),C3,1906615.23,623034.28,0.3268,59,Large (51-200),Small ($1M-$10M),Clean,0,0
JCF V Co-Invest River L.P.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,6807623.56,4156786.32,0.6106,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
Highland Park Capital Domestic Fund LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1163313.52,961217.9,0.8263,29,Mid (11-50),Small ($1M-$10M),Clean,0,0
"JR Moore Associates, LP",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1020876.3,790984.25,0.7748,12,Mid (11-50),Small ($1M-$10M),Clean,0,0
"California Carbon Access Onshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1211624864.9,455136382.39,0.3756,14,Mid (11-50),Mega (>$1B),Minor Issues,0,1
PIMCO Absolute Return Strategy V Onshore Fund LLC,2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,135091.97,128636.99,0.9522,84,Large (51-200),Micro (<$1M),Clean,0,0
"Caldera & Lab, Inc.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2856871.47,2213845.31,0.7749,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
PIMCO Municipal Funds LLC: PIMCO Municipal Focus Strategy Fund,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,933683.11,515856.19,0.5525,8,Small (1-10),Micro (<$1M),Clean,0,0
CPS Partners Fund V (US) LP,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),A6,39919452.63,37510859.25,0.9397,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"WTN FA Diversified Futures Fund (US), L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,100000.0,32129.11,0.3213,9,Small (1-10),Micro (<$1M),Clean,0,0
"Monterey Hotel LP3, LLC",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,6325888.62,5159016.08,0.8155,2,Small (1-10),Small ($1M-$10M),Clean,0,0
Italian Experience Corp.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,13737353.69,8701439.08,0.6334,29,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
PIMCO Private Funds LLC: PIMCO Large Cap StocksPLUS Absolute Return Fund,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,11842201.19,1028898.89,0.0869,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Pretzel Co-Invest, LP",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,192461.67,53097.94,0.2759,6,Small (1-10),Micro (<$1M),Clean,0,0
"SP Technology Payments II, LLC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,18128057.53,9014969.64,0.4973,23,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"CSC Carbon Credit Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,637034.34,593891.95,0.9323,13,Mid (11-50),Micro (<$1M),Clean,0,0
"Square Robot, Inc.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,2320081.96,1708483.63,0.7364,63,Large (51-200),Small ($1M-$10M),Clean,0,0
CharacterBank Inc.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),WY,145808.63,90990.29,0.624,29,Mid (11-50),Micro (<$1M),Clean,0,0
"HSRE-CSP VIA, LLC",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,5635469.8,4713219.59,0.8363,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"HSRE-CSP XA, LLC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,3712284.51,1008162.75,0.2716,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"Offe Market, Inc.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,1263377.04,1095007.46,0.8667,44,Mid (11-50),Small ($1M-$10M),Clean,0,0
"VANSHAP CAPITAL VALUE FUND, LP",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,3506350.64,1291796.86,0.3684,55,Large (51-200),Small ($1M-$10M),Clean,0,0
"PHFS V SP, A Segregated Portfolio of PHFS Series SPC",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(c),E9,636597.01,279240.2,0.4386,43,Mid (11-50),Micro (<$1M),Clean,0,0
"BCS Acquisition, LLC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,Reg A,MN,12753173.33,1121959.13,0.088,9,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
PIMCO ABSOLUTE RETURN STRATEGY IV OFFSHORE FUND 2 LTD,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,440447.75,152985.38,0.3473,12,Mid (11-50),Micro (<$1M),Clean,0,0
Aqua Metrology Systems Ltd,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),X0,21882564.55,5893126.41,0.2693,17,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Mash Fork Coal Opportunity Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,906252.67,190874.95,0.2106,438,Institutional (201-500),Micro (<$1M),Clean,0,0
Gingko East Fund,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,123827.82,99554.36,0.804,42,Mid (11-50),Micro (<$1M),Clean,0,0
Hidden Lake Offshore Fund Ltd.,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,148991.11,86442.53,0.5802,15,Mid (11-50),Micro (<$1M),Clean,0,0
"GREAT LAKES ADVISORS, LLC",2024-12-04,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,3C Fund,DE,13047742.85,2321297.59,0.1779,166,Large (51-200),Lower Mid ($10M-$50M),Minor Issues,1,0
"F24, a series of JJ Fliegelman Funds, LP",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(c),DE,12607388.38,2738435.97,0.2172,59,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
Exomnia Holdings Inc.,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,519086.94,69864.41,0.1346,6,Small (1-10),Micro (<$1M),Clean,0,0
PIMCO Global Cross-asset Opportunities Onshore Fund LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,103351815.53,74882959.04,0.7245,9,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Linebird, Inc.",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,Reg A,DE,2712391.94,1136846.61,0.4191,7,Small (1-10),Small ($1M-$10M),Clean,0,0
"HighBrook Property Fund V US (REIT), LP",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,13535243.11,9937804.07,0.7342,36,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Vendis Capital Investment Pool IV A CommV,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),C9,2232115.84,1799776.93,0.8063,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"QP-Kabin Investors, LLC",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),CO,1648211.1,990143.28,0.6007,28,Mid (11-50),Small ($1M-$10M),Clean,0,0
"NIL FanBox, Inc.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,38314091.74,22957993.75,0.5992,53,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
Fallbrook Mortgage Fund LLC,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,13020675.76,3246538.52,0.2493,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
CMWA Micro Cap Fund LLC,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),OH,644775.79,437308.25,0.6782,2,Small (1-10),Micro (<$1M),Clean,0,0
Keweenaw LLC,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,23297916.84,8319069.58,0.3571,19,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Wickapogue Structured Credit Fund LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,100000.0,35133.27,0.3513,42,Mid (11-50),Micro (<$1M),Clean,0,0
"DoorDarshi India Fund, LP",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,4952555.28,3745109.0,0.7562,51,Large (51-200),Small ($1M-$10M),Clean,0,0
ABI Holdings LLC,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),CO,3026042.68,1889424.53,0.6244,11,Mid (11-50),Small ($1M-$10M),Minor Issues,1,0
"THOMA BRAVO EXECUTIVE FUND XVI, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,4447186.65,2668777.45,0.6001,87,Large (51-200),Small ($1M-$10M),Clean,0,0
"Cleerly, Inc.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1125491.77,356133.34,0.3164,251,Institutional (201-500),Small ($1M-$10M),Clean,0,0
"PHFS III Equity Dispersion Offshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),E9,71213848.39,15626256.58,0.2194,17,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"Caldera & Lab, Inc.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,7718879.68,4833761.09,0.6262,4,Small (1-10),Small ($1M-$10M),Minor Issues,1,0
410 Moss Mill LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),NJ,371565.78,366424.75,0.9862,27,Mid (11-50),Micro (<$1M),Clean,0,0
ICG Credit Opportunities Fund III LP,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,7830390.83,7510231.01,0.9591,68,Large (51-200),Small ($1M-$10M),Clean,0,0
PIMCO GLOBAL CROSS-ASSET OPPORTUNITIES OFFSHORE FUND LTD.,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),E9,984098.84,546440.26,0.5553,1,Small (1-10),Micro (<$1M),Clean,0,0
MVP LS FUND DXXI LLC,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,157953353.81,78289532.81,0.4956,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Oaktree Real Estate Credit Income Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,23223109.82,9339150.39,0.4021,14,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Lakril Technologies Corp,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,450426049.95,235442357.99,0.5227,4,Small (1-10),Large ($250M-$1B),Clean,0,0
"ISQ Venus Co-Invest Fund, SCSp",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),N4,882640.86,785359.16,0.8898,32,Mid (11-50),Micro (<$1M),Clean,0,0
PIMCO Global Inflation Linked Bond Fund Ltd.,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),E9,2385190.52,353903.51,0.1484,226,Institutional (201-500),Small ($1M-$10M),Clean,0,0
PIMCO Tactical Opportunities Offshore Fund Ltd.,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,17645856.21,10665982.27,0.6044,44,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
